,z
UBE2D2,0.20435807
TRIM25,-0.20426938
B3GALT4,0.20425639
DRAM1,0.20420171
SDAD1,-0.20397472
RPA1,0.20390561
ASTN1,0.20380136
MUL1,0.20360957
PRKACA,-0.20350361
FDX1,0.20344713
SMIM8,-0.20319049
ZFHX4,-0.20312992
ACTN1,-0.20309937
POF1B,0.20308319
SARS,-0.20300847
SIRPA,-0.20285545
PDE1C,0.20284459
MYT1L,-0.20258051
KCNH6,0.20257902
SUMO1,0.20253246
PPP1R37,-0.20240432
CPSF7,-0.20240106
TAF1,-0.20225854
SEPHS2,-0.20209022
PPP1CB,-0.20200899
CDKN3,0.20198856
DRG2,0.20182657
UGDH,-0.20163712
R3HCC1L,0.20154881
CPSF3L,-0.2015419
BRSK2,0.20132402
YARS,0.20123288
ADGRA2,0.20096725
ZKSCAN4,-0.20083347
DKK3,-0.20065586
PIGA,0.20041014
HN1L,-0.20037636
POT1,-0.20034924
TMEM2,0.2003409
STYK1,-0.20031433
WWC2,0.20023972
SNX10,-0.20020658
ABCB4,-0.20011817
SLC52A1,-0.20001173
ZDHHC6,0.19995618
RAP1B,0.19975892
LMTK2,-0.19971037
ATP13A1,0.19957894
SBSPON,-0.19952151
RARRES3,-0.19939624
STOML1,0.19936618
CHD5,-0.1993191
MAP3K11,0.19931462
PXMP4,-0.19925845
CHST8,-0.1988886
CBX1,-0.19862013
C5orf15,-0.19858705
IQGAP2,0.19836804
TRIM24,0.19833586
PPP1R1A,0.19822067
RIMS1,0.19807719
TAF1C,0.19789828
RAB23,0.19782929
SCML1,-0.19781199
CLPP,0.19765586
COL4A1,-0.19765055
RACK1,-0.19764066
CUL4B,-0.1975657
NDUFC1,-0.1975083
POLL,0.19746509
SH2D1A,-0.19740856
GHR,0.19728568
SHMT2,0.19724688
HSD17B2,-0.19720426
ZNF134,-0.19719145
IDH3A,0.19716665
KCNK3,-0.1971227
NOTCH2NL,-0.1968542
VIPAS39,-0.19681817
GLYR1,-0.19678377
CELSR3,0.19677417
CTNNA1,0.19676802
PIP5K1C,-0.1962168
TRIM3,0.1961924
SNCAIP,0.1960954
KDM3B,0.19588298
LRIF1,0.19568276
SMC6,-0.1954968
PHKA2,-0.19546232
LARP6,-0.19529875
ZNF484,-0.19524762
RPS15A,-0.19523561
USP27X,0.19505358
ZNF146,-0.19503693
SCN3B,0.19496343
ZNF304,0.19493209
TSC22D2,0.1948159
MMP28,-0.19479755
NNAT,-0.19477266
DDA1,-0.1947083
ARHGEF7,-0.194657
RGS20,0.19458885
ACACB,0.1944834
NR2F2,0.1944358
KDR,-0.19428557
FGF13,-0.19428015
KCNMA1,-0.19422469
SEMA3A,-0.19416481
NIN,0.19403327
L3MBTL1,-0.1939325
PTER,0.19382346
PTGES3,-0.19380468
CYP19A1,-0.19374652
SRSF3,-0.1936696
FOXN2,-0.19358535
MRPS31,-0.193194
KMT2A,0.19309208
TMEFF1,0.19284415
CALML4,0.19284406
PPP2R5A,0.19280791
HEPH,0.19277737
RBBP7,0.19277555
RPS6KC1,0.19231658
GNG13,0.19230253
LACTB2,0.19213048
KIAA0196,0.19210917
ZNF593,0.19210869
TK1,0.19190267
HTR2A,0.19177327
HSPB11,-0.19163404
NFKBIA,0.19138236
MDK,0.19137818
FBXL4,0.1913754
HOPX,-0.19136451
CCNJL,-0.19131094
C1orf95,-0.19130126
MRPL34,0.19129823
DYNC1H1,0.19125247
FOXM1,0.1909978
GAL,-0.1909098
FRK,0.1908508
SLK,-0.19070026
NELL2,-0.19062823
CDK9,0.19036213
SIVA1,0.19025737
PVALB,0.19009607
SEPT10,0.19001621
IRF4,0.1900033
CHRDL1,0.18977782
ALOX12,0.18972698
UBA5,0.18929283
GSAP,-0.18928835
LDB3,0.18922156
WAS,0.18878563
BLCAP,-0.18854398
TLR8,-0.18852347
ESM1,-0.18830511
CYLD,-0.1882993
UBTF,0.18803217
PPP3R1,-0.18777955
TPCN1,-0.18777831
EBF2,0.18764839
RAD9A,-0.18756162
DNAJC8,-0.18752366
RPS6KA3,-0.18750954
PMP2,0.18748091
NF1,-0.18741155
IGF2BP3,0.18727273
ERCC5,0.1871062
CYP46A1,0.18709481
KRT37,0.18706834
SLC20A1,-0.18704967
GGT1,0.18704936
CYBA,0.187028
PLEK2,0.18702735
GABRA5,0.18702608
VPS72,0.18682894
NOVA1,0.18682188
RAP1A,0.1868034
GSN,0.18673614
RAI14,-0.18673116
BTG3,-0.1866083
GRHPR,-0.18660744
CDK5RAP2,0.18656464
C11orf49,-0.18626648
APOOL,-0.18611732
AGL,-0.18609858
PHLPP1,-0.18604718
LATS1,0.18604156
RPL28,-0.18599834
PPBP,-0.18590811
MSL3,-0.18577239
DYNC1I2,0.18576112
HDAC3,-0.18571375
SPIDR,-0.18548977
NUSAP1,-0.18533903
ADM,-0.18503803
SPG11,-0.18480682
METRN,-0.18449926
ANO3,0.18448554
ARHGAP25,0.18445456
OSGIN2,-0.18434842
AP3D1,-0.18434247
COL13A1,0.183943
TACC1,-0.18383473
CDKN1C,0.18359672
TSPAN12,-0.18347979
PPP1R26,-0.18298724
CBLB,-0.18279248
FKBP11,0.18271229
UQCC1,-0.18270849
ZNF675,-0.18260613
YAP1,0.1825602
HSF4,0.18255505
ACAN,0.18247396
SNX13,-0.18240073
LTB4R,0.18236911
TIMP3,-0.18218657
SLC22A18,0.18187994
PTPRD,0.18155867
CLDN3,0.18144596
PRRX1,0.18138283
SELL,-0.18134029
ATP6AP1,-0.18127897
MED27,0.18126065
DARS2,-0.18126021
INTS12,-0.18117896
EFHD1,-0.18116286
RPS12,-0.1811286
RAD54L,0.18107072
USP34,-0.18072733
TMEM255A,-0.18071547
PDCD1LG2,0.18070707
RGS7,-0.18063468
CASP6,-0.18043149
PHLDA1,0.18037474
REPS2,0.18027882
AHCYL2,-0.18015239
AIMP1,0.18013658
CREB3L1,-0.17991653
FZD9,0.17990473
ACE2,0.17968349
ZNF672,-0.17954609
PCCA,-0.17952466
AREL1,0.17949226
HABP4,-0.17948115
ESD,0.17948052
TPPP3,-0.17943993
EDC3,-0.17927301
ERMAP,-0.17919695
PTPRB,0.17915851
RUNX1,-0.1790241
RPN2,-0.17893323
PCDH8,-0.17888376
ASTN2,0.17876801
SULT1E1,-0.17875758
ASRGL1,-0.17858946
CPEB3,0.17823891
HSP90AB1,-0.17796674
SYNC,-0.17795716
COL4A4,-0.17792852
SRP9,0.1778988
ZKSCAN7,-0.17787346
LGALSL,0.1778729
RPS6KB2,0.17787117
ARFGEF1,0.17784168
SH3BGRL,-0.17782499
FCRL2,0.17780308
NUDT11,0.17777134
SPARC,-0.17774928
PER3,-0.17761105
FZR1,-0.17760317
MAPKAPK3,-0.17760171
TAGLN,0.17748426
TRAPPC2L,0.17736107
SSRP1,0.17732483
OTUB2,0.17708525
DNAJB12,-0.17705745
ACTN4,-0.17700922
VCPIP1,-0.17659166
SNAP23,0.17657764
MXD4,0.17656961
TNKS2,-0.17612585
RDH14,0.17594863
LINS1,-0.17593105
SIRT4,0.17590433
CHN2,-0.17588867
EPS8L1,-0.1758633
MPPED1,0.17575377
DGCR9,0.17566079
PTPN3,-0.1755664
AFTPH,0.17556158
TMUB2,-0.17554206
TRMT1,0.17552863
ARL15,0.17529088
PRKCQ,0.17525196
PPP1R3A,-0.17499569
ZNF669,-0.17481752
EIF4G2,-0.17464063
ERC1,0.17462403
ZNF696,-0.17457539
ECHDC1,-0.17442268
PPP2R3A,-0.17439044
OSGEPL1,0.17419434
JADE3,-0.17413902
MPPE1,0.17405705
LAMP1,0.17403743
ETNK2,0.17396274
GAS8,-0.17394611
CTDSP2,-0.17376542
DYM,-0.17371723
P3H3,-0.17357033
POM121,0.17347848
GRIN1,0.17319879
TMEM106B,0.17288986
FAM20B,0.17273882
CSNK1G3,0.17256719
LRRK1,-0.17245215
ZNF668,-0.17236716
MAGEF1,-0.17235318
WIF1,-0.172209
C1GALT1,0.17215174
CUEDC1,-0.17196992
DENND4B,-0.1718466
SLC1A3,-0.17184559
NXF3,-0.171801
AKAP7,0.17177483
MPC1,-0.17161596
CNTN2,0.17160046
LRRC8E,-0.1715937
VDAC3,-0.1715263
ENPP1,-0.1714842
YWHAB,-0.17145343
RNF216,0.17141643
FRMPD4,-0.17135018
SGTA,0.17114398
TFEB,-0.17112207
PROSER1,0.17110479
KIF1C,0.17088008
ENPP2,-0.1708189
HECA,-0.17080374
PFN2,0.1707311
COL1A2,-0.17069975
STARD8,-0.17036496
CXorf40B,0.17029898
PIK3IP1,0.1702058
SNAPC1,0.17006534
PTMA,-0.16996591
DOK2,0.1698994
EMSY,0.16983195
P4HA2,0.16981879
COL5A1,-0.16974282
ASAP3,0.16951823
LY86,-0.16927029
ARL6IP4,0.16916016
TBR1,0.16913265
TTC28,-0.16902283
NXPH4,0.16868022
FKBP4,-0.16867733
MAGI2,-0.16846018
MEGF8,-0.1684331
CCPG1,-0.16842334
KDM5A,-0.16834009
TKFC,-0.16817968
TRMO,0.1674043
TEAD4,0.16738012
TMEM140,0.16734648
SLBP,0.16732031
KHNYN,0.16711433
CEP135,0.1671013
CAND1,-0.16707471
RFC5,-0.16703601
ADIPOQ,0.16688749
ANO2,-0.16683803
BMS1,0.16677612
PRPS2,-0.16649279
TMEM248,0.16647255
CASS4,-0.16639209
AP4M1,-0.16638656
SPSB1,-0.1663248
NR6A1,0.16614494
RYR2,0.16596937
PRKRIR,0.16593337
UEVLD,-0.16592273
FGD1,0.16589244
ABCA2,-0.16585636
C11orf73,0.16583255
FAM198B,0.16580564
AP1S1,-0.1655941
PAOX,0.16529821
PDE1B,0.16517895
XPC,0.16516916
MED24,-0.16509786
RRBP1,0.16509572
LRPPRC,-0.16504109
ATR,0.16501072
TRAPPC8,0.16488089
CEP350,0.1648756
MYO7A,0.16485816
PPIC,0.16482314
CAMP,0.16469035
ST8SIA1,-0.16444804
PMAIP1,-0.16437373
PLA1A,-0.16421501
PSMB7,-0.1642013
STAM2,-0.164159
PLA2G4A,0.16415721
HMOX2,-0.16392127
NDUFB5,0.16389811
DYRK1A,0.16377106
PRDM2,0.16364196
IMPACT,-0.1636167
SECISBP2,0.16353443
NCBP3,0.16343063
SIGLEC7,0.16328607
TRIO,0.16304606
SMIM7,-0.16297898
SHANK2,0.16282243
CHTOP,-0.16280343
GDF15,-0.16268986
NRAS,-0.16258991
B4GALT4,0.16248816
BIRC3,-0.16243556
KL,0.16237737
TMEM183A,0.16215101
HNRNPA2B1,-0.16200638
LRRC42,0.16192226
IQCG,-0.16190547
KLK7,-0.16187634
ROGDI,0.16186076
C6orf47,0.16166854
DAPP1,0.16145314
MOAP1,0.1614313
DBF4,0.16136742
COA7,0.16133937
ANAPC2,-0.16131015
CKS1B,-0.1612378
ARFIP1,0.16118595
DENND3,0.16115752
LMAN1,-0.16111168
STAM,0.16099969
DENND6B,0.16098382
NAAA,0.16094932
FKBP3,0.16087064
KARS,-0.16069229
ERCC1,-0.16065216
FKBP1A,0.16057727
CTNS,0.16049293
LILRB5,0.16009596
ARHGEF10L,0.16004705
RABEP1,-0.15999214
MAN2B2,0.15992808
RARG,0.15984637
ATF2,0.15943658
RAD51C,-0.15943298
KLHL4,-0.1593565
DCAF8,-0.15926312
GDPD2,0.15890476
SETD6,-0.15875639
TRAF1,-0.1587562
MCF2L,0.15861207
EEF1B2,0.15851304
GCLM,0.15849921
PCF11,-0.15825295
SZT2,-0.1582165
SUV39H2,0.15798253
RAI2,-0.15784934
ZMAT5,-0.15773812
ATP2B4,-0.15773112
GEMIN6,-0.15770614
LZTR1,-0.15731242
CCL16,0.15727918
PPFIA2,0.15726934
PSMD3,-0.15720111
GCNT3,0.15689428
PAX5,-0.15680677
SURF1,0.15657425
MAPK8IP3,-0.15647554
AK2,-0.15623656
PLCL2,-0.15611197
BCL6,-0.15581033
SCYL3,-0.15575986
TRDMT1,-0.1557172
HYAL4,-0.1556333
VAMP3,-0.15548252
PLCL1,-0.15544546
FUT2,-0.15543911
HSPBAP1,0.15511462
GUCY1B3,0.15493837
SPTAN1,-0.1549368
UFL1,0.15491337
MPHOSPH6,-0.15487224
EXTL2,0.15484306
MBNL3,-0.1547895
MRPS15,-0.15467888
PPME1,0.15412885
FADS1,0.15400364
XPO4,-0.15395436
USP47,-0.15378457
INPP5B,-0.15345317
ELL2,0.15342478
TXNRD1,0.15339065
MOCS3,-0.15338942
ZFP69B,-0.15319738
PLA2R1,0.1531725
COQ2,0.15312836
METTL16,-0.15307838
RAB40C,-0.15294349
LAG3,-0.15285197
OLFML1,-0.15266143
NNMT,0.15264887
MMP17,0.15262192
VWA5A,0.15247011
TRPS1,0.15245703
TSKS,0.15228248
PDGFRA,-0.15225232
ARL4D,0.15216017
CFP,-0.15211311
MAP3K7CL,-0.15184058
MED13L,0.15165578
KIAA0101,-0.15164268
LTB,-0.1515345
MORC2,-0.15150091
DEPDC5,0.15141778
GABRD,0.15140459
SMAD5,-0.15138385
GSTA1,0.15127668
RAB1A,0.15100409
TEX14,0.15088171
C17orf80,-0.15081093
BBX,0.15078929
SH3BGRL3,-0.15062016
KLF11,-0.15050581
TRAF3IP3,-0.15042946
KCNAB2,0.15040869
KAT7,0.1503815
TNNT1,-0.15030675
MILR1,0.15011689
PDE3B,0.14997934
RPS2,0.14990158
RRAGD,-0.14983529
CD5,0.14960167
PSTPIP2,0.14942716
DOCK4,0.1493733
KCNAB3,0.14927801
ZNF629,0.14918576
HS1BP3,-0.1491589
CHKB,-0.14899239
HDC,0.14896515
SPOCK3,0.14890125
OAZ2,-0.14879048
NCBP2,0.14874628
EFS,0.1485734
GLDC,0.14852107
TRIP12,0.1483967
PEG3,-0.14801952
CD3G,-0.14791092
BAD,-0.14772354
CENPBD1P1,-0.14771125
TTI1,0.14771016
SNX19,0.14748588
SIRT7,-0.14737317
YTHDF2,-0.14732236
RUFY3,0.14717159
ENPEP,-0.14713126
SEP15,0.14710435
MOB1A,-0.14707488
KIAA1033,0.14703265
SPARCL1,0.14690392
DHX57,0.1465859
PRR5L,-0.14654124
PLEKHA1,0.14640749
TTLL4,0.14640112
SON,0.1460889
HBQ1,0.1460157
OSGEP,0.14598161
BIN2,-0.14594728
ZSCAN32,-0.14593369
PIEZO2,0.14583778
TANC2,0.14583294
PDE7B,0.14582807
LAMA2,0.14577425
MB,-0.1456661
PHF20,0.14547698
HIST1H2BJ,0.14532194
DAGLA,-0.14524314
CTSK,0.14493039
XYLT2,-0.14471225
HDAC4,0.14470336
C10orf10,0.14465183
ULK1,0.14464223
CCDC121,0.14454651
MECP2,-0.1445314
CD55,-0.14448325
FGFR2,0.14437984
SPAG7,-0.14435078
LSP1,-0.14432192
PLXNA3,0.14427447
BATF3,-0.14397275
FPR1,-0.14395648
TM9SF4,-0.14388916
IFT57,-0.14382434
LINC00341,0.14378816
LRP4,0.1437304
FKBP10,-0.14368841
TRIM38,0.14366712
CD81,0.1435003
ZNF562,-0.1434918
MRPS34,-0.1432656
DNAJC28,0.1432094
CASP1,0.14317477
GABRA3,-0.14315149
MPV17,0.14308563
TMEM127,0.14289975
PRKD3,0.142805
DIP2C,-0.1426656
MYRF,0.14249916
TMPO,0.14228728
ZNF33B,-0.14225045
CSAD,-0.14197125
MAP3K6,-0.14194936
CD180,-0.14189564
DHX35,-0.14162219
MYOM2,0.14159438
LYVE1,-0.14153081
MORF4L2,0.14152285
STARD3,0.141438
JTB,0.14137751
PHTF1,0.1413399
B4GALT2,0.14126186
MKL2,0.14125481
UHRF1BP1L,-0.14106005
NREP,-0.14084932
IL1RL1,-0.14076397
PQBP1,0.14072882
CD6,-0.1406499
FAM53C,-0.14062133
MAGEH1,-0.14055596
LRRC49,-0.14053649
ALDH1A3,0.14051226
RPL30,-0.14034109
SDHA,-0.14021868
ZNF226,0.14020947
SERINC1,0.13998303
ARPP21,0.13994132
ENC1,0.13989508
GABRA2,0.13985553
MST1,0.13981459
SLC6A6,0.13967538
BCAN,-0.13954228
AKT3,-0.13953307
PRDM13,0.1393977
TPPP,-0.13938674
CBX5,0.13936609
ADO,0.1393007
WNT6,-0.13924989
PGLYRP4,0.13913924
PGAP1,-0.1390764
SCN1A,0.13883051
MROH7,-0.13872653
SLC25A5,-0.13848738
NCDN,0.13821238
SIX1,0.13800474
ADARB1,0.1379812
ARHGEF28,-0.13790065
ING2,0.13755527
SLC31A2,0.13755424
NPIPA1,0.13745359
NPR3,-0.13742658
CAMLG,0.13736908
ZDHHC18,0.13723588
TOMM20,0.1372294
RUNX3,-0.13721731
BCL2A1,-0.13697927
CLASRP,0.1369407
TFB2M,-0.1368431
TOB2,0.13669956
NID1,0.13667724
GTF2B,0.13654913
TRIP10,-0.13649419
SLC2A10,-0.13643897
GPLD1,0.13639899
NR2C1,0.13614878
ADAMTS3,0.13611796
NME7,-0.13579953
TOP3B,0.13566712
RACGAP1,0.1356148
CSF2RB,-0.13528821
FAP,0.13504621
HS6ST1,-0.13500428
C1QB,0.13481218
WIZ,-0.13468863
CARD8,-0.13450244
SYNCRIP,-0.1343621
HMGA1,-0.13429965
TIMM10,-0.13409352
RPS16,-0.13399126
C10orf12,0.13394168
TGM3,-0.13376814
TCN1,-0.13361387
CHMP3,-0.13328324
MCCC2,0.13317521
CLDND1,-0.13316359
ZHX3,0.13315374
NFIX,-0.13281664
CA5B,0.13280478
ANKS1A,0.13266316
FBXL18,-0.13256544
OFD1,-0.13244683
CCKBR,-0.13226452
MLST8,0.13224328
ST3GAL2,0.13222738
SELPLG,0.13217063
LMO4,0.13204846
MAP2K7,0.13188621
ATP6V1F,-0.13177049
MAPK6,-0.13176192
ATP5B,-0.13169596
SOS2,0.13157076
SLC5A1,-0.13154101
PTPN13,-0.13149552
KREMEN2,0.13146922
GPX3,-0.13138795
USP39,0.13128367
RNF123,0.1312367
CBLN1,-0.13103274
LINC01260,0.13102645
FGD2,-0.13079768
LSM7,0.1307015
TMEM74B,-0.13063434
TES,0.13053645
COPA,-0.13046363
PRODH,0.13000636
NDUFS2,-0.12999794
RGN,-0.12992546
LRRC6,0.129899
STK17A,-0.12980193
CYP2R1,0.12977529
STXBP5L,0.12966298
PPP2R5C,-0.1296201
INSL3,0.12937802
STK38L,0.1293353
MBTPS2,0.12914088
TMEM94,-0.12912816
NIPAL3,-0.12907794
APTX,-0.12903494
ARHGEF40,0.12894613
CHMP7,-0.12865154
FADS2,0.12860428
SERP1,0.12848628
CNNM3,0.12842768
KCNQ1,0.12826815
NABP1,-0.12826377
PLN,-0.12825671
STK17B,0.12821996
SCG2,-0.12811998
DKK2,-0.12807691
SRGAP3,0.12800214
SCD,-0.12797143
EXOC1,-0.12792964
SMYD2,0.12790826
HDAC5,0.12779093
SEMA6C,-0.12736745
SPDL1,0.12709376
NKRF,0.12692647
LCP2,-0.12687135
CTSC,0.12670285
MPP1,0.1267001
CD82,0.1264538
MTCH1,-0.12641594
CACNA1H,-0.12626064
CDK2,0.12625375
SNX24,0.12623513
SLC34A2,-0.12622297
CREB1,0.12622178
THBS2,-0.12619287
SLC9A7,-0.12615858
GADD45G,-0.12591627
GABRE,-0.12591217
CACNA2D2,-0.12584239
KAZALD1,-0.12568468
CCDC88A,-0.12548387
SLC25A24,0.12543419
GSK3A,0.12542993
HTN3,0.12537733
KANK3,-0.12525983
DZIP1,0.12522851
CSPG5,-0.12513709
RPH3A,-0.1250473
SF3B3,0.124996506
AKAP3,-0.12487957
SRPK2,-0.12477851
TUBA1B,0.12477679
PGM5,-0.124605834
RXRG,0.12444188
PCLO,-0.12439439
MAX,-0.12414479
UBXN6,0.12406027
C2CD5,0.12393856
RAPGEF5,0.123884454
MAP3K7,-0.12382586
GMEB1,0.12363708
SLC22A3,-0.123502575
MAP2K1,0.12341142
EPHB3,0.123296365
KLHL23,-0.12328848
VCAM1,0.12322888
FTO,-0.12303579
PIK3R3,0.12285821
GABRB1,0.12278724
TSPAN8,0.12273472
AAK1,0.122675106
PRR5,0.12262809
LLGL1,0.12255275
COQ3,0.12252933
BCKDK,0.12247175
CCL8,0.12230322
SPINT1,0.12228781
TGM2,-0.12224962
ZNF516,0.12224072
MAPK14,0.12207177
NLRX1,-0.122047484
ATG13,-0.1220434
ITGB1BP2,-0.12200928
SYF2,-0.12199932
SPG21,-0.121970944
CDIPT,0.12196066
RPS19,-0.12191185
GPKOW,-0.121700555
EMILIN1,0.12166128
NRCAM,-0.12163902
MAPK7,0.121627465
ILVBL,0.1212235
NUP62CL,-0.12118534
SORCS3,-0.12115303
ADCY7,0.12111825
ZNF444,0.12102538
USP1,0.12099909
CLSTN3,-0.12099159
BCL11B,0.120976806
RGS16,0.12094168
FXR1,0.1208528
TMEM206,-0.120829344
TRPM3,-0.12082841
CHI3L1,-0.120408356
PCP4,0.1204046
TSPAN14,-0.120141774
RPL5,0.119786024
POLR2L,-0.11965741
GSTM3,-0.11957966
HES2,0.11954045
ANGPTL7,-0.11936155
WSB1,-0.11932607
MORC3,0.11920235
FRS2,0.119164065
ASB13,0.118991464
ATPIF1,-0.11893034
ATP2B3,-0.11859831
COPB1,-0.118276656
ECI1,0.11823411
TBC1D17,0.11821847
KIF20B,-0.11817102
PITPNB,0.11809796
CEP192,-0.11805627
LARS2,0.11796453
TCP11L1,-0.11763583
TMEM185B,-0.117482506
CHPF,-0.11743866
RBP4,0.1174328
CLMN,0.11740938
C1QTNF1,0.11726259
PLA2G15,0.11716664
PI4KB,-0.11706288
PIGB,-0.116826296
ART4,-0.11680344
IMPA1,0.11674732
KIF17,-0.11665284
CECR1,-0.116649635
DNAJC11,0.1166061
ZNF211,0.11647256
YOD1,-0.11621791
GPR171,-0.11606171
LEPROTL1,-0.11605495
C16orf58,-0.11601961
MCL1,-0.115906164
ZNF821,-0.11565636
TBL2,-0.11553617
DOCK2,0.11539838
THBD,-0.11511445
ZNF510,0.11507082
USP32,-0.11505413
ST5,-0.114950016
WHSC1L1,-0.11491594
CDH16,-0.11450196
TMEM35,-0.11448687
EXT2,0.1144709
CSF2RA,0.114417166
PIK3R5,0.11401659
CPVL,-0.11391605
SULT1A1,0.11390602
OAS2,0.11390276
MAP3K3,-0.11383152
HNRNPA1,-0.11376506
C2CD3,-0.11376411
RASSF8,-0.11362922
G3BP1,0.113615185
DFFB,-0.11355429
FAM171A1,0.11348748
RPL6,-0.11336848
FAN1,0.11331919
AQP7,-0.113312185
C14orf1,0.113220155
CLIC1,0.1131923
PRR16,-0.113158286
ZNF473,-0.11307321
RUNX2,-0.112941384
PTGIR,-0.11294109
PTPRN,-0.112888455
ARF1,-0.11273144
WIPF1,-0.11263955
SSPN,-0.11257109
RANBP10,0.1125665
TTF1,-0.11246375
POU3F2,-0.11240454
UNKL,0.11234401
CSRNP2,-0.11231673
MAD2L1,0.11230001
NEURL1,0.112261854
PPIF,0.112259835
AZI2,-0.11223248
ZFAND1,-0.112158984
TEX41,-0.11212298
HAPLN1,0.11210801
PPA2,-0.11203417
NR2E1,-0.11201501
ZBTB7B,0.111895144
YTHDC2,0.1118876
AP1AR,-0.11184554
GAN,-0.11182839
KIAA1549L,-0.11172843
LEP,0.111692846
BBOX1,-0.11160356
ZNF667,-0.111548066
PCDH1,0.11146778
SUMO3,0.11146481
GRINA,-0.111451626
FEZF2,0.111440495
DCTN4,0.11126373
SMAD4,-0.111210264
PPM1D,0.11117717
NOL9,0.11099626
USP6NL,-0.110946454
VHL,0.11085637
ANXA5,-0.110801704
ITGA8,0.11075929
RCBTB1,0.11068076
VNN2,-0.11051571
PCM1,0.11051375
G0S2,0.11047989
SUGP2,0.110448465
FES,-0.11036506
ENGASE,-0.11009463
EPB41L3,-0.109846115
SCRN3,-0.1096843
SEC23B,-0.10948068
PURA,0.10922548
MYLK3,-0.10889754
MBD2,-0.108780324
TCEA1,0.108727455
MRPL4,-0.10872544
RPP40,-0.10862419
NSUN5,-0.10850248
PSD3,-0.10843983
DNM2,0.10823914
BBS10,-0.10814847
COQ10B,0.107959166
DNPEP,-0.107922316
HMGN1,0.10766524
ZCCHC24,-0.107512966
CACNA1A,-0.10732943
IL11RA,0.10690731
MAGEL2,0.106836766
USP3,-0.10680175
SMO,0.106705576
XBP1,0.106698066
SMS,0.106358
IFIT3,0.10627515
MCAM,0.10627252
FHL1,-0.10626944
DNAJC12,0.106164604
DYSF,-0.10582963
ZCCHC14,0.10579854
BACH2,-0.10571992
PUS7L,-0.10570049
HEATR3,0.10562879
IFT81,0.105597824
SH3BGR,0.10558179
GPT,0.10550612
SERTAD3,0.10550141
GCNT1,0.10547292
GOSR2,-0.10544464
MUTYH,-0.105344474
SLC8A2,0.10534325
CYP39A1,-0.10529676
PTPN4,0.10497233
MAPRE2,0.10491103
MRPS10,-0.10483596
TMEM132A,-0.104822785
CCL22,-0.10474393
SH3GL3,-0.10471072
RAB3B,-0.10445076
IGSF3,-0.1042541
MCM9,-0.104252726
DDX1,0.10400742
MYOZ2,-0.10393089
REXO2,-0.10367918
TNNI3K,-0.103618056
ASTE1,-0.10348356
TACSTD2,-0.10329723
DCAF17,0.103289336
PKM,0.10322112
ROM1,-0.10306187
ZNF518A,-0.10304266
B4GALT5,0.10294853
NCOR1,-0.10293728
RHOBTB3,0.10292554
RITA1,0.10273209
TMX1,-0.10267265
PYCARD,-0.10254642
HMP19,0.10248196
ENTPD1,-0.10219377
CUL5,-0.102013975
AXIN1,0.101860136
KCNJ9,0.10184798
DDR1,-0.101842076
MBP,0.10163683
VAPA,0.10156539
CLDN18,0.101395756
MAPK1IP1L,0.10130857
MACROD1,-0.10121065
TOR3A,-0.10120398
C1orf116,0.101099
SENP7,0.10093792
HCP5,0.10079256
MED17,0.10073462
CLPTM1,0.10064387
CD19,0.10061059
RPL13,0.100578666
C17orf75,-0.10046047
ATP5D,0.100375295
INPP5F,-0.100105554
ZNF142,0.10009903
TNXB,0.09997989
FAM86C1,0.09986243
DCP2,-0.0998375
PCOLCE,0.09977627
EGFR,0.09976342
METTL22,-0.09969032
CEP170,0.099585
ZNF106,0.09957915
CENPE,0.0995328
CXorf21,0.09924303
XK,-0.099190354
IL13RA1,-0.099170394
SLC35F6,0.09860718
MGAT3,0.09851557
ASMTL,0.09846455
CABIN1,0.09845513
ESYT1,0.098171145
PRDM4,0.0980359
TOM1L2,-0.097983405
H3F3B,-0.09793332
APEX2,0.097888365
C11orf68,-0.09788138
TSR2,-0.097705975
RFPL1S,0.0976715
SPINK5,0.09757459
NKX3-1,0.09744103
FGF7,0.097418666
FGF12,0.0971867
IMMT,0.09665082
KHDRBS1,-0.096606836
RPAP1,-0.0965354
ZBED2,0.09646112
CSGALNACT2,0.0964098
GCDH,-0.09638955
POFUT1,0.09633899
CRHR1,0.09582052
USP36,0.09580642
HYAL1,-0.095760226
AP4E1,0.09566674
ACTL6B,0.09541631
LCAT,0.09536217
ERP44,0.09534375
HHEX,0.095291264
BLNK,-0.09520988
SLC2A8,-0.095147036
GABARAPL1,-0.095145196
PSD4,-0.09512442
ACVR2B-AS1,0.09508444
NLGN1,0.09506528
GPATCH1,-0.094816506
TWIST1,-0.09475717
SLAMF7,-0.09458548
RCN1,-0.09454399
TTC31,0.09436761
FJX1,0.09420201
SYMPK,-0.094046205
DSTN,-0.0939395
MPZL2,-0.09393069
APOO,-0.09382853
SRSF10,0.09376485
CD226,-0.09373045
DCAF11,0.09366816
GPRIN2,0.09346756
ADAM8,-0.09335038
DTWD1,0.09332186
PGPEP1,0.09286344
KCTD12,0.092654705
SIGLEC9,-0.092580825
RBFOX1,-0.092524886
CEP104,-0.09234731
LILRB3,0.09224516
WARS2,-0.092018366
CLGN,-0.09194642
TBC1D9B,-0.09194076
RANBP3,0.091694176
KRT19,0.09166084
NPAS3,-0.09163335
ANKRD27,-0.09146789
MED23,0.091456264
NAB2,-0.091276206
CBFB,0.09124078
